"Timestamp","Please provide your Worker's ID.","All the agents know which goal they are trying to reach.","Multiple agents may all be trying to reach the same goal.","The goals have different colors in the grid-world environment.","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","","","","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","","","","Confirm your Worker's ID."
"2021/08/24 12:28:11 PM AST","A2IFCVO9RWZ3IC","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","B","B","A","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Plate","Lettuce","Lettuce","Plate","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","B","A","B","A2IFCVO9RWZ3IC"
"2021/08/24 12:31:12 PM AST","A1VV1CBQ1RLVI8 ","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","Plate","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","None","Lettuce","None","Plate","None","None","Plate","Plate","Tomato","None","Lettuce","None","Plate","None","None","None","None","Tomato","Lettuce","None","None","Plate","Plate","None","Plate","Plate","None","Lettuce","None","A","A","A","A1VV1CBQ1RLVI8 "
"2021/08/24 12:31:51 PM AST","A222DC6IT3ZCU0","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","A","B","A","Tomato","Lettuce","None","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Tomato","A","A","A","A222DC6IT3ZCU0"
"2021/08/24 12:31:57 PM AST","ASCZFRBLTOTN4","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","A","B","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","ASCZFRBLTOTN4"
"2021/08/24 12:33:38 PM AST","A1ZSQ49A3ZCLI5","True","True","True","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Triangle goal","Circle goal","A","B","A","Tomato","None","Lettuce","Tomato","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","Plate","None","Tomato","None","None","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","None","None","None","None","Tomato","None","None","A","B","A","A1ZSQ49A3ZCLI5"
"2021/08/24 12:33:43 PM AST","A3QFZDC2ZIWRC","True","False","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","A","B","A","Tomato","Lettuce","Plate","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","Tomato","None","Lettuce","Tomato","None","None","Tomato","Plate","Lettuce","Plate","None","None","Plate","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","None","None","None","Lettuce","Lettuce","Tomato","None","None","A","B","A","A3QFZDC2ZIWRC"
"2021/08/24 12:46:27 PM AST","A2GQR9JZ9SVV00","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","A","Lettuce","Lettuce","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","None","None","None","Lettuce","Lettuce","Lettuce","Plate","Plate","None","Plate","Tomato","None","Plate","Tomato","None","Plate","Lettuce","None","Lettuce","Lettuce","None","None","None","None","Tomato","Lettuce","Plate","B","A","A","A2GQR9JZ9SVV00"
"2021/08/24 12:47:32 PM AST","A1VHGROO9QRSEY","True","True","True","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Triangle goal","A","A","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","A","A","A","A1VHGROO9QRSEY"
"2021/08/24 12:56:32 PM AST","A2Z07VYEY9T1X7","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","A","A","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","A","A","A","A2Z07VYEY9T1X7"
"2021/08/24 1:31:53 PM AST","AR9WW10G2W75U","True","True","False","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","None","None","None","Tomato","Lettuce","Plate","Plate","Plate","Lettuce","None","None","None","None","None","None","Plate","Plate","Plate","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","None","Plate","Plate","None","Tomato","Plate","Tomato","B","A","B","AR9WW10G2W75U"
"2021/08/24 1:32:59 PM AST","ANNEXIU6YMR2T","False","True","True","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","B","A","B","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","A","B","A","ANNEXIU6YMR2T"
"2021/08/24 1:36:24 PM AST","A2SU6B600GIPU2","True","False","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Plate","Lettuce","Lettuce","Plate","Tomato","Tomato","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","None","Plate","Plate","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Tomato","Lettuce","A","B","A","A2SU6B600GIPU2"
"2021/08/24 1:37:51 PM AST","AZ66LSUT9GH2I","True","False","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","B","A","B","None","Lettuce","Lettuce","Tomato","Lettuce","Plate","Tomato","Plate","Lettuce","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Lettuce","Plate","Tomato","Plate","Lettuce","Tomato","Tomato","Plate","Lettuce","B","A","A","AZ66LSUT9GH2I"
"2021/08/24 1:40:14 PM AST","A3IQ6MA3MP975Z","True","True","True","Square goal","Square goal","Square goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Lettuce","Lettuce","None","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","None","Tomato","Tomato","Lettuce","Tomato","Tomato","None","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Lettuce","Tomato","Tomato","None","B","B","A","A3IQ6MA3MP975Z"
"2021/08/24 1:41:23 PM AST","ALFJY4WBG3V82","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","A","B","A","Tomato","None","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Tomato","None","Plate","Lettuce","None","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Tomato","Lettuce","B","A","B","ALFJY4WBG3V82"
"2021/08/24 1:43:05 PM AST","A1018UX82P7Q9D","True","False","False","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","B","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Lettuce","Lettuce","Tomato","Tomato","Tomato","Lettuce","B","A","A","A1018UX82P7Q9D"
"2021/08/24 1:43:20 PM AST","A20T34SUK8TYSI","True","False","True","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","B","A","B","Lettuce","Lettuce","None","Lettuce","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","Tomato","None","Tomato","Lettuce","Plate","Lettuce","Tomato","Tomato","Plate","Tomato","Lettuce","Lettuce","Plate","None","Lettuce","Plate","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","None","A","B","A","A20T34SUK8TYSI"
"2021/08/24 1:45:19 PM AST","A1ZQBL1PVFT7VD","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","None","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","Plate","None","Plate","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","None","Tomato","Plate","Tomato","Plate","None","None","None","Plate","Tomato","Tomato","B","A","B","A1ZQBL1PVFT7VD"
"2021/08/24 1:45:58 PM AST","A10T9PNKNWA4H2","True","True","True","Square goal","Square goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","B","A","B","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","Tomato","Plate","Tomato","Lettuce","Tomato","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Tomato","B","B","B","A10T9PNKNWA4H2"
"2021/08/24 1:48:51 PM AST","A3LSK8CHD244AP","True","True","True","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","B","A","A","Lettuce","Tomato","Plate","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","None","None","None","Plate","Plate","Plate","Plate","Lettuce","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Plate","Lettuce","Tomato","A","B","A","A3LSK8CHD244AP"
"2021/08/24 1:49:09 PM AST","A3VS1V03X312AU","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","B","A","B","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","None","Plate","Plate","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","None","None","Tomato","None","None","Tomato","Tomato","None","A","B","A","A3VS1V03X312AU"
"2021/08/24 1:49:29 PM AST","A1B7AZGKA20EMQ","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","A","B","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","None","Plate","Plate","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","None","None","Tomato","None","None","Plate","None","Tomato","B","A","B","A1B7AZGKA20EMQ"
"2021/08/24 1:50:28 PM AST","A1N3WVDQ4S11IU","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Circle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","B","A","B","None","None","None","Plate","None","None","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","None","Plate","Plate","None","None","Plate","None","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","None","Tomato","B","A","B","A1N3WVDQ4S11IU"
"2021/08/24 2:00:03 PM AST","A3CBFMM4D3LW5I","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","A","B","A","None","None","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","None","None","None","Tomato","None","None","Plate","Lettuce","Plate","None","None","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","None","None","Tomato","None","None","Tomato","Lettuce","Tomato","A","A","B","A3CBFMM4D3LW5I"
"2021/08/24 2:09:30 PM AST","A1ZMNQJN4K8G5X","True","True","False","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","B","A","A","Tomato","Lettuce","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Lettuce","Tomato","None","Lettuce","Plate","Lettuce","Lettuce","Tomato","Lettuce","None","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Plate","Plate","None","None","Tomato","None","Tomato","Lettuce","Plate","Plate","Tomato","None","Lettuce","A","A","B","A1ZMNQJN4K8G5X"
"2021/08/24 2:10:27 PM AST","A27LGIIV44Y7R","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","None","None","None","None","None","Lettuce","Plate","None","Lettuce","None","None","None","Plate","Plate","None","Plate","Lettuce","None","None","None","None","None","None","None","None","Lettuce","None","None","None","None","None","None","None","Tomato","Plate","Lettuce","A","A","A","A27LGIIV44Y7R"
"2021/08/24 2:12:08 PM AST","A37ZM5C8JXU6XW","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","B","A","B","None","None","Lettuce","Tomato","None","Lettuce","Plate","None","Lettuce","None","None","None","None","None","None","Plate","Lettuce","Tomato","Tomato","None","None","None","None","None","Plate","Lettuce","None","None","None","None","None","None","None","None","Lettuce","None","A","A","B","A37ZM5C8JXU6XW"
"2021/08/24 2:12:09 PM AST","A1RV0EXRPEW5MF","True","True","True","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Tomato","Lettuce","Lettuce","Plate","Lettuce","None","Tomato","Lettuce","None","None","None","None","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Plate","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","A","B","A","A1RV0EXRPEW5MF"
"2021/08/24 2:13:07 PM AST","A28FI71RCMK3BV","True","True","True","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","A","A","A","Plate","Tomato","Lettuce","Lettuce","Plate","Lettuce","Tomato","Tomato","None","Plate","None","Tomato","Plate","Lettuce","Plate","Tomato","None","Plate","Tomato","Plate","Lettuce","Lettuce","Plate","Tomato","Tomato","Lettuce","None","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","B","B","B","A28FI71RCMK3BV"
